Utterance,Service
It may sound odd but I want a zero star hotel.,1
No preference really. And it doesn't really need to have free parking.,1
"Nope, as long it is the zero star hotel I will be happy.I love zero stars for the experience. Thanks.",1
"Yes, please. There will be 5 people and we want to arrive on Thursday and stay for 2 nights.",1
How about just for 1 night?,1
Great. Can you suggest someplace I could go in the centre to pass a few hours? I really don't have any preferences myself.,2
"I am. Can I please have the postcode, address, and entrance fee of an attraction?",2
That sounds great. I also need a taxi to take me from the hotel to the church and back please.,2
That sounds great. I also need a taxi to take me from the hotel to the church and back please.,1
I will be ready to depart at... oh... 14:15.,2
In need a train from Cambridge to stevenage.,2
I would like to arrive by 17:45 on Saturday.,2
That Will be good enough. What is the Train ID and departure time?,2
What would the price be for that train?,2
"No thanks, just that info. Can I get a place to dine, I'm looking for an expensive place in the west.",0
I don't really mind. What is your favorite place to dine out of all of those? Could you give me there postcode and phone number?,0
"Hi, I'd like a hotel with a star of 4 on the east side of town.",1
"It also need to be a cheap guesthouse, is that one?",1
I want to book for 5 people and 2 nights starting from Saturday if available.,1
I also need a train leaving Cambridge after 17:15 going to Birmingham New Street.,2
I would like to travel on Monday.,2
Yes can I please book that train for 5 people?,2
I need a taxi to arrive at 09:00 at the Riverboat Georgina.,2
I'm leaving from riverboat georgina.,2
My destination is pizza hut city centre.,2
"Thank you, may I have the contact number?",2
I want a taxi after 24:45 please,2
I need to go to worth house from stevenage train station.,2
I'd like to find out more about the Queen's College.,2
please find me a train that leaves on friday and arrives by 08:00,2
I am departing from Stevenage.,2
Book it for four people. Give me the reference number.,2
"Well, I am planning a trip and need some help with a train.",2
I weill departing on thursday from cambridge and need to arrive by 10:30 in stevenage.,2
Not really. I need to know how much a ticket costs and how long it travels.,2
Perfect. I am also looking for a place to stay with free parking,1
I'm not sure of that yet. It does need to be in the north.,1
"I would like a hotel in the north, the star of the hotel and free internet.",1
"Thank you, I'll take it. Can you book me for that hotel?",1
"Just for myself. And say, 2 nights ought to do it.",1
"Actually I am just calling for information not a booking. I need a hotel, not guesthouse, in the north with free parking. Can you recommend a hotel?",1
I'm really needing something in the north. Please try again.,1
"No, I need a hotel in the north with free parking, no other criteria. I don't need free internet.",1
Well okay then let's just go with whatever's available in the north.,1
"Not really, can you give me the number of stars and whether or not they have internet?",1
Sweet. That's all I needed then.,1
Find me a cheap indian place to dine at please.,0
Okay can you tell me which one is in the centre?,0
Can I have a booking for The Gandhi? I'd like to book it on Sunday at 11:45. There will only be one person.,0
Good evening. Can you help me find a guesthouse to stay at for the weekend?,1
Does it have free WiFi?,1
Could I get the phone number for them.,1
"Thanks. Oh, I forgot to ask, is that in the moderate price range?",1
I would like to find a train heading from Cambridge to Stansted Airport.,2
I'd like to leave on Tuesday after 12:30.,2
"Yes. Please book that train for seven people, and include a reference number.",2
Thank you I also need to find a museum to go to in the west please.,2
Thank you so much! Are these art or history museums? I'd really like it to be art. And do you have the address for any of them?,2
That should work. What's the entrance fee for that place?,2
"Hi, I'm trying to plan my trip in Cambridge and I need to find a train for Saturday. Can you look up train schedules?",2
"Hi, I'm trying to plan my trip in Cambridge and I need to find a train for Saturday. Can you look up train schedules?",0
"Yes, is there anything available after 11:00 that departs from london liverpool street and goes to cambridge?",2
"Yes, I just need one though. Please provide the reference number.",2
Thanks so much. Can you also recommend a Chinese restaurant for me?,0
I need an expensive one on the north side.,0
"Yes, will you reserve me a table for 1 at 15:30 please.",0
Can I confirm that you made the booking for Saturday?,0
Can I confirm that you made the booking for Saturday?,2
i am looking for a place to dine. The restaurant should serve hungarian food and should be in the south.,0
i am looking for a place to dine. The restaurant should serve hungarian food and should be in the south.,2
"Oh well, no goulash or Chicken Paprika for me. :( Mexican is always a good standby, any mexican palces around there?",0
May I have their postcode and price range?,0
thanks I need to find a theatre in the same general area as the restaurant,2
That sounds like a nice place. What is their postcode and phone number?,2
"Yes, can you provide me with information on the attraction Gallery at Twelve and High Street?",2
can you tell me how much the entrance fee is?,2
"No, but I am looking for a place to stay that is cheap.",1
I need something that includes free wifi as well.,1
What is their star rating? And do they offer free wifi?,1
"No, but could I get the address and phone number, please?",1
I need a hotel on the north side.,1
Can you tell me the star rating and do they include free parking?,1
Please pick one. I need the price range postcode and address please.,1
Can I get the phone number as well please?,1
"Yes, I'd like to find an expensive European restaurant for our anniversary celebration.",0
"Area does not matter, I just need expensive please.",0
I've never been there before. Sounds like what I am looking for. Can you make a reservation on Tuesday for 4 at 14:30?,0
Can you let me know if there are any available european restaurants in the centre area?,0
"Yes, I'm looking for a very nice, expensive place.",0
"Im a wine lover, so darrys cookhouse and wine shop sounds interesting, can i get the postal code for that?",0
I am also looking for a train coming from Stevenage.,2
I need to leave on Friday. The train should arrive by 15:30. Thanks for all your help.,2
"Yes please, and thank you.",2
I need for 5 people please.,2
"I'm headed to Cambridge later and I would love to go to a museum. Could you recommend one? Any one will do, I'm pretty flexible.",2
Sure. What area of town is that?,2
"Yes, also looking for a huesthouse that has free wifi.",1
"Yes, I'd like a place in the east part of town in the moderate price range.",1
Possibly. What is the address? And do they have free parking?,1
"I would first like to book a taxi, between the museum and the hotel please.",2
"I would first like to book a taxi, between the museum and the hotel please.",2
Please book it at 18:15,2
I am looking for a train that leaves bishops stortford and goes to cambridge,2
I plan to leave this Saturday.,2
I would like to arrive in Cambridge by 8:15.,2
I would like to arrive in Cambridge by 8:15.,2
tell me about the departure and travel time,2
I'm looking to book a train from leicester that leaves after 15:30.,2
"I'm trying to get the leicester from cambridge, actually.",2
It will be on Saturday.,2
"Great, can you book it for 2 people?",2
I am also looking for an attraction called the cambridge corn exchange. I would like to know the area and the address please.,2
I am also looking for an attraction called the cambridge corn exchange. I would like to know the area and the address please.,2
Can you help me with train schedules?,2
I am looking for trains that depart from cambridge and go to broxbourne.,2
I need to go on Friday.,2
"I just need to arrive by 18:30, the departure time doesn't matter.",2
Can you book the train that will arrive at 18:01 and I need 4 tickets.,2
Thanks. I also need a guesthouse to stay in in the north.,1
Does it offer free wifi? I'd also like it to have 4 stars.,1
Great. Please book it for 2 nights starting on Wednesday.,1
There will be a party of four.,1
Hi! Can you help me find a mid-range price hotel on the south side?,1
Hi! Can you help me find a mid-range price hotel on the south side?,2
Which one is the least expensive of the two?,1
What is the phone number for The Aylesbray Lodge?,1
"Yes, I need the guesthouse to have free internet and parking. Can you get me their phone number?",1
"Hmm, thank you for that. I also need to get more information about the train time tables for Thursday.",2
I need the train from Cambridge to Birmingham New Street on Thursday and if it can arrive by 09:45 please.,2
I would like to leave in the morning.,2
Possibly. What is the cost of that train?,2
"Okay, I would like to buy one ticket.",2
I'm at Jesus College and I need at taxi to arrive by 18:00.,2
Leaving Jesus college.,2
The next stop on my list is scott polar museum.,2
I would like to see a museum while I am in Cambridge.,2
"Archaeology. Give me the address, please.",2
Could you give me a more specific address? I also need an expensive restaurant in the center.,0
Could you give me a more specific address? I also need an expensive restaurant in the center.,2
"i don't care, but I'd like expensive food",0
"I don't really have a preference, just make sure it's expensive and in the centre.",0
"Yes, book a table for 2 people at 19:15 on Sunday.",0
Can you help me find a place to stay? I would like to stay in a hotel that includes free wifi.,1
I'd like south and expensive please.,1
Could you please tell me the star rating? I also need the address and phone number please.,1
I am looking for something to do in the centre.,2
"I don't know a name, but I know I want the attraction to be in entertainment. Do you have any suggestions?",2
How about a college to visit in the centre of town instead?,2
"Yes. Can you give me the entrance fee, phone number, and address?",2
"i are also looking for a place to stay, a 4-star hotel, moderate price range",1
I would like to stay in the centre please.,1
I would like to stay in the centre please.,2
Can you check to see if there is a moderately priced 4-star guesthouse in the centre with free parking? I don't care about the type of lodging.,1
Can you check to see if there is a moderately priced 4-star guesthouse in the centre with free parking? I don't care about the type of lodging.,2
"Yes, any type will do as long as it includes free parking.",1
"Sure. I don't care if it's in the centre or not, just needs to have a star rating of 4, be moderately priced, and have free parking.",1
"Sure. I don't care if it's in the centre or not, just needs to have a star rating of 4, be moderately priced, and have free parking.",2
That sounds good. Can you give me their address and postcode?,1
"Hello, I'd like a train on Sunday that arrives by 16:30. Can you help?",2
"Hello, I'd like a train on Sunday that arrives by 16:30. Can you help?",0
"I should leave on Sunday and arrive by 16:30, from cambridge to stevenage.",2
"I should leave on Sunday and arrive by 16:30, from cambridge to stevenage.",0
I would like to book for 1 person and I would like a reference number.,2
I am also looking for a place to dine called saigon city can you give me some info on it?,0
Yes. Can you make a reservation for 1 at 20:00 on Sunday?,0
Yes. Can you make a reservation for 1 at 20:00 on Sunday?,2
Can we instead try booking at 19:00?,0
Where should I go?,2
Yes are there any churches ?,2
"In the centre of town please, and can you tell me the entrance fee?",2
No thank you. Are there any museums? I will need the entrance fee for those please.,2
Yes! Can you help me book a hotel room?,1
I'd like info on bridge guest house. I need 5 nights for 8 people starting saturday. Can you book and give me a reference number please?,1
"Hi, I'm looking for a guesthouse hotel with free parking. Can you help me with this?",1
"Guesthouse please, with parking available and free wifi, I'm tired of paying extra for wifi.",1
I do not. Can you suggest?,1
"That will work. Can you please give me the phone number, area and postcode?",1
"That will work. Can you please give me the phone number, area and postcode?",2
Do you have any places to go in the east area?,1
Do you have any places to go in the east area?,2
"Cambridge artworks sounds nice. Can you tell me their phone number, address, and type?",2
"Yes, please book a taxi for me. I want to leave at 19:30 from my hotel and go to Cambridge artworks. Please give me the car type and contact info",2
I need a train from cambridge to leicester.,2
I need to travel on Saturday and I need to arrive by 19:15.,2
What time does that train depart from cambridge?,2
Please book me on the train with the 7:06 departure time. I am also looking for a cheap restaurant in the centre.,0
Please book me on the train with the 7:06 departure time. I am also looking for a cheap restaurant in the centre.,2
I'm looking for a Malaysian restaurant thats on the cheap side in centre.,0
How about Asian oriental food,0
Dojo noodle bar sounds good. May I have the phone number and postcode please?,0
"I would like to see if you can find a train that leaves to cambridge. Also, can it be on a thursday too?",2
I'll be leaving from the birmingham new street station.,2
I need to arrive in Cambridge by 15:15 please.,2
"Not at the moment. I would, however, like information on a place to stay in the moderate price range with a rating of 3 stars.",1
"Sure, can I get the phone number?",1
Does the hotel offer internet?,1
I am looking for a hotel with a three star rating and a cheap price,1
Do you have a guesthouse that meets my requirements?,1
"I would like a guesthouse that meets all my previous criteria, except now I want one in the moderate price range and it doesn't need to include internet.",1
Not yet. But I would like their telephone number.,1
I need a information on restaurant. Is there any cheap Chinese restaurant?,0
Is that the only one you have in the centre area that is cheap. Is it good?,0
"Give me phone number for the first one, please",0
"Give me phone number for the first one, please",2
Can you book me a room in the Home From Home guesthouse?,1
5 people and 3 nights starting from thursday.,1
Would it be possible to get a taxi to commute from the hotel to the restaurant?,2
Would it be possible to get a taxi to commute from the hotel to the restaurant?,0
Would it be possible to get a taxi to commute from the hotel to the restaurant?,1
"Actually, I need to leave Charlie Chan by 11:15 and go to Home From Home.",2
"Actually, I need to leave Charlie Chan by 11:15 and go to Home From Home.",1
Is there anything else I can help you with today?,2
I would like to find a restaurant called Rice House. Do you know where it is?,0
Could you please book me a table for 3 people at 14:30 on Tuesday?,0
"Thank you, yes I'm also looking for a museum in town. Can you recommend one?",2
I just want the phone number actually,2
I want a restaurant in the town centre. Can you help me?,0
I'm looking for a moderately priced restaurant. I'm looking to book for just myself at 14:00 on Friday.,0
That sounds perfect. Thanks for your help!,0
I want a place to stay and it needs to be a guesthouse.,1
I would like to stay in the north.,1
I would like somewhere with a 4 star rating at moderate price range,1
"I won't need wifi, but I would like it to be a guest house.",1
That sounds good can you book that for 5 people for 5 nights starting tuesday?,1
That sounds good can you book that for 5 people for 5 nights starting tuesday?,2
I also need a train from Cambridge on Tuesday.,1
I also need a train from Cambridge on Tuesday.,2
"I'm sorry, I actually need a train to Cambridge. I'll be coming from London Kings Cross.",2
"Actually yes, I'd love to arrive by 12:00",2
"Yes, I'd appreciate it if could book it for me, for 5 people please.",2
Can you help me find an attraction named Hughes Hall? Thanks.,2
Okay and may I have the information on the entrance fee?,2
I am looking for a train. The train should depart from peterborough and should go to cambridge,2
"Tomorrow morning, please.",2
"I need to leave Friday morning, and get to Cambridge by 11:15.",2
That one is perfect. What is its travel time?,2
I want to visit sheep's green and lammas land park fen causeway.,2
"I want the postcode and address, thanks.",2
Can I also help you book transportation to sheep's green and lammas land park fen causeway?,2
"I'm sorry for the confusion. Yes, I need to book a train from Leicester to Cambridge.",2
I want to leave on Wednesday sometime after 08:30.,2
Can you tell me what the travel time for the train is?,2
I need to find a Hamilton Lodge in Cambridge.,1
I need to know how many stars it has and the hotel type?,1
What is the hotel type and what area is it located?,1
Thank you. I would also like to find a restaurant located in the centre of town that specializes in unusual cuisine.,0
How about Mediterranean food then?,0
I'm not sure. What is the price range?,0
Any of them will work. I need transportation to get there. Any information on taxis?,2
I would like to leave the hotel by 22:00 to go to The Gardina. Please let me know the contact number and car type.,2
Are there any boating places in Cambridge?,2
Are there any boating places in Cambridge?,2
pick one and give me the area and entrance fee,2
Okay I also need a train departing cambridge on tuesday.,2
I want to get off at Birmingham New Street and will need to leave after 12:45.,2
yes 2 tickets please and I need the reference #,2
"I'm looking for someplace to stay. I'd like something expensive, and I don't need parking.",1
The area doesn't really matter. But I would want a hotel that includes wifi for free.,1
Yes please I would like for you to book me a room at the huntingdon marriott hotel.,1
I will need it for four nights for 5 people starting Wednesday.,1
Yes. I am also looking for a train departing cambridge and arrives by 10:45.,2
No where in particular,2
"Actually, I want to go to Birmingham New Street on Sunday, please.",2
I would like the one that arrives at 10:44 please. I will need 5 tickets.,2
I would like to book a taxi please.,2
I want to get to Anatoilia by 09:15.,2
I am actually leaving from cote.,2
I would like to catch a train leaving Cambridge on Sunday.,2
I need to get to Leicester on Sunday.,2
I want to leave after 10:15,2
I am looking for a train from ely to cambridge. Do you have such trains?,2
I would like to leave on a sunday and arrive by 11:30.,2
I would like to leave on a sunday and arrive by 11:30.,1
What time does that train depart?,2
"No, thank you. I would like to see if you could find a place for me to stay that would have a 4 star rating.",1
"Not yet, thanks. Are any of them guesthouses?",1
"I need a 4 star, and in the east with free wifi for 4 people, 5 nights. I'll need a reference number.",1
Yes. I need five nights starting on Sunday.,1
Yes. I need five nights starting on Sunday.,2
That is all I need. Thank you so much for all your help.,1
Is there a moderate restaurant in the centre of town?,0
"Yes, I'd like a moderately priced restaurant.",0
Please give me their address and postcode.,0
I'd like to find a place that I can get some Northern European food.,0
"Okay, what about a restaurant that serves modern european food?",0
"I am looking for the moderate price range, the area doesn't matter.",0
Does that serve modern european food?,0
What's the post code and phone number of de luca cucina?,0
"I need a train out of Cambridge, but I need to arrive at my destination by 08:00. Are there any trains that early?",2
"I would like to travel on wednesday going to stevenage, please.",2
Could you please check again?,2
What is the price on that train?,2
"No, I don't think I'm ready to reserve seats just yet, but could you help me find a 4-star place to stay on the east side of town?",1
"Price range does not matter. I do need parking though, do you have anything that includes parking?",1
"Price range does not matter. I do need parking though, do you have anything that includes parking?",2
Are any available on Monday?,1
"7 people, two nights starting on monday",1
Yes please book it and let me have the reference number.,1
I am looking for information on a hotel called warkworth house. Can you give me the location address and phone number please?,1
Can you book it for four people for four nights starting on thursday?,1
I also need a train going to london kings cross and should leave on monday.,2
yes and i need arrive by 9:30.,2
"Sounds great, thanks! Can you please book it for 4 people?",2
Are there any Chinese restaurants on the north side of town?,0
Can you tell me if one of those is located in the northern part of town?,0
The Golden Wok is fine. Can I get their phone number?,0
"No, I just needed the phone number. Thanks very much for your help.",0
I'm looking for restaurants and colleges in the city centre.,0
I'm looking for restaurants and colleges in the city centre.,2
I don't have a preference for the restaurants.,0
I would like to eat at and expensive gastropub type restaurant. Can you give me the phone number of a place that fits this description?,0
Yes please. For just myself at 14:00 on Monday.,0
Yes please. For just myself at 14:00 on Monday.,2
"Great, I also need to find a taxi for my commute on Monday.",0
"Great, I also need to find a taxi for my commute on Monday.",2
I would need it by the time My reservation is .,2
Take your time.,2
From the gastropub,2
From the gastropub,0
"That's was incorrect. I meant to say that I need the taxi from the college, to arrive at the restaurant by the booked time.",2
"That's was incorrect. I meant to say that I need the taxi from the college, to arrive at the restaurant by the booked time.",2
"Sorry, I'm getting ahead of myself. Can you please recommend a college for me to visit in the centre?",2
I need their phone number please.,2
Please book the taxi for me,2
"Yes, I would like to book a train that is leaving Monday, and is going to Cambridge.",2
"Yes, I would like to book a train that is leaving Monday, and is going to Cambridge.",0
I want to depart from bishops stortford and arrive to cambridge by 12:00.,2
Whichever departure is closest to the arrival would be the best.,2
Ok great can you give me the price for the ticket?,2
"Thank you so much. I am also looking for a nice place to eat, moderate price in the center that serves crossover.",0
"Thank you so much. I am also looking for a nice place to eat, moderate price in the center that serves crossover.",2
Spanish food sounds pretty good too. Can you check on that one for me?,0
Is it moderately priced?,0
Is it moderately priced?,2
"Okay, book me a table for 5 at 17:30 Monday. If that's not available, 16:30 would work. And I need the reference number, please.",0
"Okay, book me a table for 5 at 17:30 Monday. If that's not available, 16:30 would work. And I need the reference number, please.",2
Thank you very much that will be all,0
"Hello, I'd like some information on a restaurant today.",0
I really need something cheap and in the South please.,0
Let's go Chinese. Please book for 2 people on Wednesday at 12:00,0
Let's go Chinese. Please book for 2 people on Wednesday at 12:00,2
Sounds great! Can i get a reference number after it is booked?,0
Great. I also need a train from kings lynn to cambridge that morning. I need it to get in by 8:00.,2
"Yeah, that works for me. Thanks for the help.",2
I won't be needing the train after all. Thank you for the help!,2
We need to work off some energy - can you find us a multiple sports place in town? Closer to the city centre would be best.,2
We need to work off some energy - can you find us a multiple sports place in town? Closer to the city centre would be best.,0
"Ok, how about a swimming pool in the centre of town?",2
"Ok, how about a swimming pool in the centre of town?",0
What is the entrance fee?,2
Also looking for Chinese restaurant in the cheap price range.,0
Yes that would be great! Thank you. Can I get some information on it?,0
Great. Can you book me a table for 5 people at 20:00 on Saturday?,0
Hello. Can you help me find a hotel in the North of town?,1
Are either of them moderately priced? Do they include free wifi?,1
Could you book me into one of the 2 hotels please.,1
"But I'm not sure from what you said - is the Ashley priced moderately, and do they have free wifi? We are 3 people and we'd like to stay 4 nights.",1
I would like it to start Sunday.,1
I am traveling to Cambridge and I'm looking for an attraction called downing college.,2
"Wait, I just realized I am hungry for european food. Are you still there?",0
I need something in the moderate price range in the centre of the city.,0
"Yes, please. Table for 8 at 15:45 on sunday",0
I'm looking for a place called Club Salsa. Do you have any information?,2
Yes I am looking for a train going to Cambridge to arrive by 18:15.,2
wednesday and should depart from kings lynn,2
Yes can you please book that and send me the info. Thank you,2
How much will it cost?,2
OKay that is fine. Can you book this for me please?,2
I'm going to be needing you for a restaurant recommendation.,0
yes. it should be cheap and serve african food.,0
"Could you check a cheap Italian place to eat, in the Centre?",0
"Could you check a cheap Italian place to eat, in the Centre?",2
"I will go with them, can you book 3 people for 12:30 on saturday?",0
i also want to go to a cinema in the centre.,0
i also want to go to a cinema in the centre.,2
i will go with that,2
Can I get the postcode and phone number?,2
"I'm taking my ferret to see places in town, any ideas?",2
My ferret hates churches. Very atheist.,2
They like the West side of town.,2
They like the West side of town.,0
No we just want to do something fun on the west side. Please give me a list of 5 attractions with the phone numbers and address.,2
No we just want to do something fun on the west side. Please give me a list of 5 attractions with the phone numbers and address.,0
My ferret would prefer a museum.,2
I need the address,2
I am also looking to eat some Catalan food.,0
We like european food.,0
Could you book me for one on Friday?,0
"19:00 if it is available, please.",0
I literally JUST told you the time! And right before that I told you to book it for ONE. Please pay attention! My ferret hates unprofessional people!,0
"No, I just needed the reference number. Thanks for all your help!",0
"I'm planning a trip, can you help with find places to go?",2
"Well, I don't know what sorts of options are available. I do need something located on the east side.",2
What is The Funky Fun House's postcode?,2
Can you find me a moderately priced british restaurant?,0
"Sounds great, can you book me a table for 4 please?",0
Please book a table at 14:30 for 4 people on Wednesday.,0
Please book a table at 14:30 for 4 people on Wednesday.,2
Can you book a taxi for me? I want to make sure I make it to Cotto for that reservation.,2
I'd like to book a taxi to soul tree nightclub.,2
I want to leave after 15:30,2
From the soul tree nightclub,2
"I'm sorry, I'm going to tenpin.",2
I am looking for a train departing from Stevenage.,2
"Stevenage, on Tuesday.",2
I am leaving at 20:30.,2
"Let's go with TR9084, please.",2
What sort of entertainment is available in the center of town?,2
"No, I will be in the centre. How abut nightclubs? Are there any of those?",2
"Can you choose one for me and give me their postcode, entrance fee and phone number?",2
That's perfect. Now please find me a train that leaves on Sunday and arrives by 17:00,2
Cambridge at night,2
London Kings cross is where Ill be leaving from,2
Not just yet. What is the travel time for that train?,2
"Hi, I am traveling to Cambridge and can't wait to try some local restaurants. Can you help me find a place to dine?",0
Yes I like English food and would prefer the cheap price range in the city center.,0
Yes the north please?,0
Can you check for mediterranean in the centre please.,0
Yes can you please book that for me thank you.,0
Monday at 16:45 for 7 peeps pleez,0
"That's great. One last thing, can you recommend a museum and give me their address and phone number. Thanks",2
"Hello, I am looking to try an expensive Indian restaurant.",0
The area does not matter can you recommend one?,0
"Yes, please. Can you reserve me a table for Thursday for 8 people at 17:15?",0
I also want an entertainment attraction in the center area.,2
"No problem, how about a museum?",2
Yes can I get the address to there please?,2
"Yes, please. I need the phone number and the postcode, please.",2
I also want to book a taxi between the two places.,2
I am commuting between the two places discussed.,2
"Yes, I will need a taxi for that commute.",2
"Hello, I'm looking for places to go in Cambridge. Ideally it should be located in the centre and it should include multiple sports.",2
"No, I really need to stay in the town centre. Are there any colleges perhaps?",2
"Give me the address of the one closest to the train station then, and it's really free?",2
"Give me the address of the one closest to the train station then, and it's really free?",2
"Thank you, I'm also looking for a place to stay in the moderate price range with 0 stars.",1
"Yes, that's fine for me.",1
No. I still need christ's college's address.,2
"Ok, thank you. I don't need the hotel to be booked. I just need the hotel type and address information.",1
Can I have the address and the hotel type of Cityroomz?,1
I'm sorry. Did you say the hotel is Cityroomz or Sleeperz? What type of hotel is it?,1
Hi! Are there any restaurants in town that serve Scottish food?,0
"If there are no Scottish places in the west, what about expensive places to eat?",0
What about Indian restaurants? Are there any expensive ones in the west?,0
Could you give me their address?,0
"Hello, do you know of any Spanish restaurants in the Centre of town?",0
Tell me more about La Raza.,0
book a table for 7 people at 17:15 on saturday.,0
book a table for 7 people at 17:15 on saturday.,2
I am also interested in a particular attraction called Saint Barnabas Press Gallery.,2
Yes may I have their postcode please?,2
No that's it. I also need a taxi taking me from the gallery to the restaurant.,2
No that's it. I also need a taxi taking me from the gallery to the restaurant.,0
you were of great help,2
Please find a cheap place to eat that serves light bites food.,0
What type of cheap restaurants do you have in the center?,0
Mediterranean sounds good.,0
"Yes, please make me a reservation.",0
book a table for 6 people at 19:15 on monday.,0
"Yes, I'm interested in seeing some attractions with sports. Is there any place with multiple sports in the Centre?",0
"Yes, I'm interested in seeing some attractions with sports. Is there any place with multiple sports in the Centre?",2
What about a nightclub instead?,2
Yes. Whichever you can recommend. Please give me their postcode when you choose. Thank you!,2
Could I get the postcode?,2
"Hi, I'm looking for a specific restaurant in Cambridge. It's called The Copper Kettle. Could you give me any information on it?",0
Can I please have the phone number for them?,0
I am also looking for places to go. Could you recommend me any attraction in the center?,2
Any type will do.,2
What type of attraction is it and what is the entrance fee?,2
I am looking for a cheap place to stay with free wifi.,1
"Yeah, I would like it to be in the east area of town, if you can.",1
"Okay, book me into one of those starting Sunday. There will be 8 of us staying 5 nights.",1
"I'm sorry, I just noticed that you booked starting on Sunday. I had requested to check in on Saturday. Is that still possible?",1
I'd also like to explore the town. Where's the nearest cinema?,2
What is the address of Cineworld?,2
"I am planning my trip to Cambridge and am trying to find European food, can you help me?",0
"I am planning my trip to Cambridge and am trying to find European food, can you help me?",2
Can you help me narrow that down a little? Can you provide the name of an expensive European restaurant that is in the Centre?,0
The first one sounds good. Can you book a table for 5 on thursday at 11:00?,0
"Yes, I will need a train from Cambridge to Stevenage. Can you help me with that also?",2
On Friday and I'll be leaving after 11:30,2
Yes please and then provide me with the reference number.,2
I need 5 tickets please.,2
i am looking for places to go in town. The attraction should be in the east and should be in the type of park.,2
i am looking for places to go in town. The attraction should be in the east and should be in the type of park.,1
"Entrance fee and phone number, please?",2
I could use some help finding a room somewhere in town. In the east preferably.,1
I could use some help finding a room somewhere in town. In the east preferably.,2
"Wfif,free parking and room service",1
"Wfif,free parking and room service",2
As long as it has free internet and parking it's fine. Can you book it for 1 I'm checking in Friday and staying 4 nights.,1
As long as it has free internet and parking it's fine. Can you book it for 1 I'm checking in Friday and staying 4 nights.,2
Hi - I'm looking for an expensive restaurant on the east side of town. Can you help me?,0
Surprise me. I just need a table for 6 at 12:00 on Thursday.,0
"No, that's all I needed, thank you.",0
I'm looking for a chinese food restaurant.,0
Is it moderately priced?,0
Is it moderately priced?,1
"Okay, I don't need a specific area and I will take a recommendation from you on one that is moderately priced please. I will need the address.",0
"Okay, I don't need a specific area and I will take a recommendation from you on one that is moderately priced please. I will need the address.",1
"Yes, I need a hotel in the centre with free wifi and free parking.",1
"No, but I would like it to be moderately priced.",0
"No, but I would like it to be moderately priced.",1
Would there be a moderately priced guesthouse or hotel with free wifi and free parking in the west?,0
Would there be a moderately priced guesthouse or hotel with free wifi and free parking in the west?,1
Yes could you make me a reservation for 8 people for 4 nights from Tuesday.,1
Can you find me a taxi to jesus green outdoor pool? I need to be there by 02:15.,2
Ok Thanks that's all I need!,2
I need to be up from Williams Art and Antiques.,2
I want to go to a french food restaurant in the north. Can you help me find one?,0
"Ok, is it expensive?",0
Yes. Book for 4 people on Tuesday at 18:30.,0
Yes. Book for 4 people on Tuesday at 18:30.,2
"Great, thanks! I'll also need a train to Cambridge.",2
I need it for the same day as the restaurant booking.,2
I will be leaving from Ely. Could you give me the price?,2
I need to arrive in Cambridge by 12:45. Do all of the tickets cost the same?,2
yes that would be great. can you please verify that the booking was successful?,2
"Hi, I'm looking for a train to peterborough leaving after 17:00.",2
"Cambridge, on Tuesday.",2
I would like to leave after 17:00,2
Yes book it for me.I also need a guesthouse hotel with free parking.,1
"I would like something in the moderate price range, I am on a budget.",1
Could you tell me the star of the hotel and whether they have internet?,1
That's all I need. Thank you for your help with my travel plans. Good bye.,2
I need a taxi from Peking restaurant to my hotel.,2
I'd like to arrive by 20:00 please.,2
I'm going to huntingdon marriott hotel.,2
"Hi, can you help me with my planning? I need some ideas on places to go in town.",2
I'd like to visit a museum.,2
I will take your recommendation for one. Could you provide me with the address and area of the one you choose?,2
Can i get a reservation please?,2
Great! Can you find a restaurant for me too?,0
I would prefer French food.,0
Is that in the expensive price range?,0
"Okay, great. Could you book it for me for 5 people on thursday at 12:45?",0
I need a reference number,0
"Yes, as long as it serves french food.",0
"I am looking for places to go, is there a college I could see?",2
"No, just the first one on the list is fine. Could you provide me with an address and the entrance fee?",2
Thank you! I am also looking for a place to eat. I am looking for a restaurant in the east that is moderate in price.,0
"That's fine, book me a table for 3 for sunday at 19:30 and give me a reference number.",0
"That's fine, book me a table for 3 for sunday at 19:30 and give me a reference number.",2
Can you try a different restaurant?,0
That should work try that for 3 people at 19:30 on sunday.,0
That should work try that for 3 people at 19:30 on sunday.,2
"I would also like to book a taxi to commute between the two places, please.",2
Is there any hotel in the area with 4 stars and I can get for cheap price.,1
Is there any hotel in the area with 4 stars and I can get for cheap price.,0
I would just like to know first if this place includes free parking?,1
"OK, can I have their phone number? Oh, and they have free wifi, right?",1
I'm also looking for a restaurant in the east that serves Indian food.,0
The price range doesn't matter. Can you give me a few names to choose from?,0
"I don't need a table, but can I get the address, postcode and price range for Curry Prince?",0
What is the price range for The Curry Prince?,0
"Thanks! Now, can I get a taxi from the Cambridge Belfry to the Curry Prince? I need to leave the hotel by 4:00.",2
A friend recommended the City Centre North B&B. Could you help me find it?,1
"I need it for 2 nights, starting on Monday.",1
There will be 4 of us. Thanks.,1
I am looking for some information. I need to find a cheap place to stay.,1
a star rating of 0,1
Well can you recommend the a hotel from these choices and then book me 2 nights for 4 people starting from Friday. I will need my booking reference number.,1
"Now I need to find a place to go visit, should be in the east part of the town",2
