Utterance,Intent
"I won't need wifi, but I would like it to be a guest house.",1
That sounds good can you book that for 5 people for 5 nights starting tuesday?,0
That sounds good can you book that for 5 people for 5 nights starting tuesday?,4
I also need a train from Cambridge on Tuesday.,0
I also need a train from Cambridge on Tuesday.,4
"I'm sorry, I actually need a train to Cambridge. I'll be coming from London Kings Cross.",4
"Actually yes, I'd love to arrive by 12:00",4
"Yes, I'd appreciate it if could book it for me, for 5 people please.",4
Can you help me find an attraction named Hughes Hall? Thanks.,4
Okay and may I have the information on the entrance fee?,4
I am looking for a train. The train should depart from peterborough and should go to cambridge,4
"Tomorrow morning, please.",4
"I need to leave Friday morning, and get to Cambridge by 11:15.",4
That one is perfect. What is its travel time?,4
I want to visit sheep's green and lammas land park fen causeway.,4
"I want the postcode and address, thanks.",4
Can I also help you book transportation to sheep's green and lammas land park fen causeway?,4
"I'm sorry for the confusion. Yes, I need to book a train from Leicester to Cambridge.",4
I want to leave on Wednesday sometime after 08:30.,4
Can you tell me what the travel time for the train is?,4
I need to find a Hamilton Lodge in Cambridge.,1
I need to know how many stars it has and the hotel type?,1
What is the hotel type and what area is it located?,1
Thank you. I would also like to find a restaurant located in the centre of town that specializes in unusual cuisine.,3
How about Mediterranean food then?,3
I'm not sure. What is the price range?,3
Any of them will work. I need transportation to get there. Any information on taxis?,4
I would like to leave the hotel by 22:00 to go to The Gardina. Please let me know the contact number and car type.,4
Are there any boating places in Cambridge?,4
Are there any boating places in Cambridge?,4
pick one and give me the area and entrance fee,4
Okay I also need a train departing cambridge on tuesday.,4
I want to get off at Birmingham New Street and will need to leave after 12:45.,4
yes 2 tickets please and I need the reference #,4
"I'm looking for someplace to stay. I'd like something expensive, and I don't need parking.",1
The area doesn't really matter. But I would want a hotel that includes wifi for free.,1
Yes please I would like for you to book me a room at the huntingdon marriott hotel.,1
I will need it for four nights for 5 people starting Wednesday.,0
Yes. I am also looking for a train departing cambridge and arrives by 10:45.,4
No where in particular,4
"Actually, I want to go to Birmingham New Street on Sunday, please.",4
I would like the one that arrives at 10:44 please. I will need 5 tickets.,4
I would like to book a taxi please.,4
I want to get to Anatoilia by 09:15.,4
I am actually leaving from cote.,4
I would like to catch a train leaving Cambridge on Sunday.,4
I need to get to Leicester on Sunday.,4
I want to leave after 10:15,4
I am looking for a train from ely to cambridge. Do you have such trains?,4
I would like to leave on a sunday and arrive by 11:30.,4
I would like to leave on a sunday and arrive by 11:30.,1
What time does that train depart?,4
"No, thank you. I would like to see if you could find a place for me to stay that would have a 4 star rating.",1
"Not yet, thanks. Are any of them guesthouses?",1
"I need a 4 star, and in the east with free wifi for 4 people, 5 nights. I'll need a reference number.",0
Yes. I need five nights starting on Sunday.,0
Yes. I need five nights starting on Sunday.,4
That is all I need. Thank you so much for all your help.,0
Is there a moderate restaurant in the centre of town?,3
"Yes, I'd like a moderately priced restaurant.",3
Please give me their address and postcode.,3
I'd like to find a place that I can get some Northern European food.,3
"Okay, what about a restaurant that serves modern european food?",3
"I am looking for the moderate price range, the area doesn't matter.",3
Does that serve modern european food?,3
What's the post code and phone number of de luca cucina?,3
"I need a train out of Cambridge, but I need to arrive at my destination by 08:00. Are there any trains that early?",4
"I would like to travel on wednesday going to stevenage, please.",4
Could you please check again?,4
What is the price on that train?,4
"No, I don't think I'm ready to reserve seats just yet, but could you help me find a 4-star place to stay on the east side of town?",1
"Price range does not matter. I do need parking though, do you have anything that includes parking?",1
"Price range does not matter. I do need parking though, do you have anything that includes parking?",4
Are any available on Monday?,0
"7 people, two nights starting on monday",0
Yes please book it and let me have the reference number.,0
I am looking for information on a hotel called warkworth house. Can you give me the location address and phone number please?,1
Can you book it for four people for four nights starting on thursday?,0
I also need a train going to london kings cross and should leave on monday.,4
yes and i need arrive by 9:30.,4
"Sounds great, thanks! Can you please book it for 4 people?",4
Are there any Chinese restaurants on the north side of town?,3
Can you tell me if one of those is located in the northern part of town?,3
The Golden Wok is fine. Can I get their phone number?,3
"No, I just needed the phone number. Thanks very much for your help.",3
I'm looking for restaurants and colleges in the city centre.,3
I'm looking for restaurants and colleges in the city centre.,4
I don't have a preference for the restaurants.,3
I would like to eat at and expensive gastropub type restaurant. Can you give me the phone number of a place that fits this description?,3
Yes please. For just myself at 14:00 on Monday.,2
Yes please. For just myself at 14:00 on Monday.,4
"Great, I also need to find a taxi for my commute on Monday.",2
"Great, I also need to find a taxi for my commute on Monday.",4
I would need it by the time My reservation is .,4
Take your time.,4
From the gastropub,4
From the gastropub,2
"That's was incorrect. I meant to say that I need the taxi from the college, to arrive at the restaurant by the booked time.",4
"That's was incorrect. I meant to say that I need the taxi from the college, to arrive at the restaurant by the booked time.",4
"Sorry, I'm getting ahead of myself. Can you please recommend a college for me to visit in the centre?",4
I need their phone number please.,4
Please book the taxi for me,4
"Yes, I would like to book a train that is leaving Monday, and is going to Cambridge.",4
"Yes, I would like to book a train that is leaving Monday, and is going to Cambridge.",3
I want to depart from bishops stortford and arrive to cambridge by 12:00.,4
Whichever departure is closest to the arrival would be the best.,4
Ok great can you give me the price for the ticket?,4
"Thank you so much. I am also looking for a nice place to eat, moderate price in the center that serves crossover.",3
"Thank you so much. I am also looking for a nice place to eat, moderate price in the center that serves crossover.",4
Spanish food sounds pretty good too. Can you check on that one for me?,3
Is it moderately priced?,3
Is it moderately priced?,4
"Okay, book me a table for 5 at 17:30 Monday. If that's not available, 16:30 would work. And I need the reference number, please.",2
"Okay, book me a table for 5 at 17:30 Monday. If that's not available, 16:30 would work. And I need the reference number, please.",4
Thank you very much that will be all,2
"Hello, I'd like some information on a restaurant today.",3
I really need something cheap and in the South please.,3
Let's go Chinese. Please book for 2 people on Wednesday at 12:00,2
Let's go Chinese. Please book for 2 people on Wednesday at 12:00,4
Sounds great! Can i get a reference number after it is booked?,2
Great. I also need a train from kings lynn to cambridge that morning. I need it to get in by 8:00.,4
"Yeah, that works for me. Thanks for the help.",4
I won't be needing the train after all. Thank you for the help!,4
We need to work off some energy - can you find us a multiple sports place in town? Closer to the city centre would be best.,4
We need to work off some energy - can you find us a multiple sports place in town? Closer to the city centre would be best.,3
"Ok, how about a swimming pool in the centre of town?",4
"Ok, how about a swimming pool in the centre of town?",3
What is the entrance fee?,4
Also looking for Chinese restaurant in the cheap price range.,3
Yes that would be great! Thank you. Can I get some information on it?,3
Great. Can you book me a table for 5 people at 20:00 on Saturday?,2
Hello. Can you help me find a hotel in the North of town?,1
Are either of them moderately priced? Do they include free wifi?,1
Could you book me into one of the 2 hotels please.,1
"But I'm not sure from what you said - is the Ashley priced moderately, and do they have free wifi? We are 3 people and we'd like to stay 4 nights.",0
I would like it to start Sunday.,0
I am traveling to Cambridge and I'm looking for an attraction called downing college.,4
"Wait, I just realized I am hungry for european food. Are you still there?",3
I need something in the moderate price range in the centre of the city.,3
"Yes, please. Table for 8 at 15:45 on sunday",2
I'm looking for a place called Club Salsa. Do you have any information?,4
Yes I am looking for a train going to Cambridge to arrive by 18:15.,4
wednesday and should depart from kings lynn,4
Yes can you please book that and send me the info. Thank you,4
How much will it cost?,4
OKay that is fine. Can you book this for me please?,4
I'm going to be needing you for a restaurant recommendation.,3
yes. it should be cheap and serve african food.,3
"Could you check a cheap Italian place to eat, in the Centre?",3
"Could you check a cheap Italian place to eat, in the Centre?",4
"I will go with them, can you book 3 people for 12:30 on saturday?",2
i also want to go to a cinema in the centre.,2
i also want to go to a cinema in the centre.,4
i will go with that,4
Can I get the postcode and phone number?,4
"I'm taking my ferret to see places in town, any ideas?",4
My ferret hates churches. Very atheist.,4
They like the West side of town.,4
They like the West side of town.,3
No we just want to do something fun on the west side. Please give me a list of 5 attractions with the phone numbers and address.,4
No we just want to do something fun on the west side. Please give me a list of 5 attractions with the phone numbers and address.,3
My ferret would prefer a museum.,4
I need the address,4
I am also looking to eat some Catalan food.,3
We like european food.,3
Could you book me for one on Friday?,2
"19:00 if it is available, please.",2
I literally JUST told you the time! And right before that I told you to book it for ONE. Please pay attention! My ferret hates unprofessional people!,2
"No, I just needed the reference number. Thanks for all your help!",2
"I'm planning a trip, can you help with find places to go?",4
"Well, I don't know what sorts of options are available. I do need something located on the east side.",4
What is The Funky Fun House's postcode?,4
Can you find me a moderately priced british restaurant?,3
"Sounds great, can you book me a table for 4 please?",2
Please book a table at 14:30 for 4 people on Wednesday.,2
Please book a table at 14:30 for 4 people on Wednesday.,4
Can you book a taxi for me? I want to make sure I make it to Cotto for that reservation.,4
I'd like to book a taxi to soul tree nightclub.,4
I want to leave after 15:30,4
From the soul tree nightclub,4
"I'm sorry, I'm going to tenpin.",4
I am looking for a train departing from Stevenage.,4
"Stevenage, on Tuesday.",4
I am leaving at 20:30.,4
"Let's go with TR9084, please.",4
What sort of entertainment is available in the center of town?,4
"No, I will be in the centre. How abut nightclubs? Are there any of those?",4
"Can you choose one for me and give me their postcode, entrance fee and phone number?",4
That's perfect. Now please find me a train that leaves on Sunday and arrives by 17:00,4
Cambridge at night,4
London Kings cross is where Ill be leaving from,4
Not just yet. What is the travel time for that train?,4
"Hi, I am traveling to Cambridge and can't wait to try some local restaurants. Can you help me find a place to dine?",3
Yes I like English food and would prefer the cheap price range in the city center.,3
Yes the north please?,3
Can you check for mediterranean in the centre please.,3
Yes can you please book that for me thank you.,3
Monday at 16:45 for 7 peeps pleez,2
"That's great. One last thing, can you recommend a museum and give me their address and phone number. Thanks",4
"Hello, I am looking to try an expensive Indian restaurant.",3
The area does not matter can you recommend one?,3
"Yes, please. Can you reserve me a table for Thursday for 8 people at 17:15?",2
I also want an entertainment attraction in the center area.,4
"No problem, how about a museum?",4
Yes can I get the address to there please?,4
"Yes, please. I need the phone number and the postcode, please.",4
I also want to book a taxi between the two places.,4
I am commuting between the two places discussed.,4
"Yes, I will need a taxi for that commute.",4
"Hello, I'm looking for places to go in Cambridge. Ideally it should be located in the centre and it should include multiple sports.",4
"No, I really need to stay in the town centre. Are there any colleges perhaps?",4
"Give me the address of the one closest to the train station then, and it's really free?",4
"Give me the address of the one closest to the train station then, and it's really free?",4
"Thank you, I'm also looking for a place to stay in the moderate price range with 0 stars.",1
"Yes, that's fine for me.",1
No. I still need christ's college's address.,4
"Ok, thank you. I don't need the hotel to be booked. I just need the hotel type and address information.",1
Can I have the address and the hotel type of Cityroomz?,1
I'm sorry. Did you say the hotel is Cityroomz or Sleeperz? What type of hotel is it?,1
Hi! Are there any restaurants in town that serve Scottish food?,3
"If there are no Scottish places in the west, what about expensive places to eat?",3
What about Indian restaurants? Are there any expensive ones in the west?,3
Could you give me their address?,3
"Hello, do you know of any Spanish restaurants in the Centre of town?",3
Tell me more about La Raza.,3
book a table for 7 people at 17:15 on saturday.,2
book a table for 7 people at 17:15 on saturday.,4
I am also interested in a particular attraction called Saint Barnabas Press Gallery.,4
Yes may I have their postcode please?,4
No that's it. I also need a taxi taking me from the gallery to the restaurant.,4
No that's it. I also need a taxi taking me from the gallery to the restaurant.,2
you were of great help,4
Please find a cheap place to eat that serves light bites food.,3
What type of cheap restaurants do you have in the center?,3
Mediterranean sounds good.,3
"Yes, please make me a reservation.",3
book a table for 6 people at 19:15 on monday.,2
"Yes, I'm interested in seeing some attractions with sports. Is there any place with multiple sports in the Centre?",2
"Yes, I'm interested in seeing some attractions with sports. Is there any place with multiple sports in the Centre?",4
What about a nightclub instead?,4
Yes. Whichever you can recommend. Please give me their postcode when you choose. Thank you!,4
Could I get the postcode?,4
"Hi, I'm looking for a specific restaurant in Cambridge. It's called The Copper Kettle. Could you give me any information on it?",3
Can I please have the phone number for them?,3
I am also looking for places to go. Could you recommend me any attraction in the center?,4
Any type will do.,4
What type of attraction is it and what is the entrance fee?,4
I am looking for a cheap place to stay with free wifi.,1
"Yeah, I would like it to be in the east area of town, if you can.",1
"Okay, book me into one of those starting Sunday. There will be 8 of us staying 5 nights.",0
"I'm sorry, I just noticed that you booked starting on Sunday. I had requested to check in on Saturday. Is that still possible?",0
I'd also like to explore the town. Where's the nearest cinema?,4
What is the address of Cineworld?,4
"I am planning my trip to Cambridge and am trying to find European food, can you help me?",3
"I am planning my trip to Cambridge and am trying to find European food, can you help me?",4
Can you help me narrow that down a little? Can you provide the name of an expensive European restaurant that is in the Centre?,3
The first one sounds good. Can you book a table for 5 on thursday at 11:00?,2
"Yes, I will need a train from Cambridge to Stevenage. Can you help me with that also?",4
On Friday and I'll be leaving after 11:30,4
Yes please and then provide me with the reference number.,4
I need 5 tickets please.,4
i am looking for places to go in town. The attraction should be in the east and should be in the type of park.,4
i am looking for places to go in town. The attraction should be in the east and should be in the type of park.,1
"Entrance fee and phone number, please?",4
I could use some help finding a room somewhere in town. In the east preferably.,1
I could use some help finding a room somewhere in town. In the east preferably.,4
"Wfif,free parking and room service",1
"Wfif,free parking and room service",4
As long as it has free internet and parking it's fine. Can you book it for 1 I'm checking in Friday and staying 4 nights.,0
As long as it has free internet and parking it's fine. Can you book it for 1 I'm checking in Friday and staying 4 nights.,4
Hi - I'm looking for an expensive restaurant on the east side of town. Can you help me?,3
Surprise me. I just need a table for 6 at 12:00 on Thursday.,2
"No, that's all I needed, thank you.",2
I'm looking for a chinese food restaurant.,3
Is it moderately priced?,3
Is it moderately priced?,1
"Okay, I don't need a specific area and I will take a recommendation from you on one that is moderately priced please. I will need the address.",3
"Okay, I don't need a specific area and I will take a recommendation from you on one that is moderately priced please. I will need the address.",1
"Yes, I need a hotel in the centre with free wifi and free parking.",1
"No, but I would like it to be moderately priced.",3
"No, but I would like it to be moderately priced.",1
Would there be a moderately priced guesthouse or hotel with free wifi and free parking in the west?,3
Would there be a moderately priced guesthouse or hotel with free wifi and free parking in the west?,1
Yes could you make me a reservation for 8 people for 4 nights from Tuesday.,0
Can you find me a taxi to jesus green outdoor pool? I need to be there by 02:15.,4
Ok Thanks that's all I need!,4
I need to be up from Williams Art and Antiques.,4
I want to go to a french food restaurant in the north. Can you help me find one?,3
"Ok, is it expensive?",3
Yes. Book for 4 people on Tuesday at 18:30.,2
Yes. Book for 4 people on Tuesday at 18:30.,4
"Great, thanks! I'll also need a train to Cambridge.",4
I need it for the same day as the restaurant booking.,4
I will be leaving from Ely. Could you give me the price?,4
I need to arrive in Cambridge by 12:45. Do all of the tickets cost the same?,4
yes that would be great. can you please verify that the booking was successful?,4
"Hi, I'm looking for a train to peterborough leaving after 17:00.",4
"Cambridge, on Tuesday.",4
I would like to leave after 17:00,4
Yes book it for me.I also need a guesthouse hotel with free parking.,1
"I would like something in the moderate price range, I am on a budget.",1
Could you tell me the star of the hotel and whether they have internet?,1
That's all I need. Thank you for your help with my travel plans. Good bye.,4
I need a taxi from Peking restaurant to my hotel.,4
I'd like to arrive by 20:00 please.,4
I'm going to huntingdon marriott hotel.,4
"Hi, can you help me with my planning? I need some ideas on places to go in town.",4
I'd like to visit a museum.,4
I will take your recommendation for one. Could you provide me with the address and area of the one you choose?,4
Can i get a reservation please?,4
Great! Can you find a restaurant for me too?,3
I would prefer French food.,3
Is that in the expensive price range?,3
"Okay, great. Could you book it for me for 5 people on thursday at 12:45?",3
I need a reference number,2
"Yes, as long as it serves french food.",2
"I am looking for places to go, is there a college I could see?",4
"No, just the first one on the list is fine. Could you provide me with an address and the entrance fee?",4
Thank you! I am also looking for a place to eat. I am looking for a restaurant in the east that is moderate in price.,3
"That's fine, book me a table for 3 for sunday at 19:30 and give me a reference number.",2
"That's fine, book me a table for 3 for sunday at 19:30 and give me a reference number.",4
Can you try a different restaurant?,2
That should work try that for 3 people at 19:30 on sunday.,2
That should work try that for 3 people at 19:30 on sunday.,4
"I would also like to book a taxi to commute between the two places, please.",4
Is there any hotel in the area with 4 stars and I can get for cheap price.,1
Is there any hotel in the area with 4 stars and I can get for cheap price.,3
I would just like to know first if this place includes free parking?,1
"OK, can I have their phone number? Oh, and they have free wifi, right?",1
I'm also looking for a restaurant in the east that serves Indian food.,3
The price range doesn't matter. Can you give me a few names to choose from?,3
"I don't need a table, but can I get the address, postcode and price range for Curry Prince?",3
What is the price range for The Curry Prince?,3
"Thanks! Now, can I get a taxi from the Cambridge Belfry to the Curry Prince? I need to leave the hotel by 4:00.",4
A friend recommended the City Centre North B&B. Could you help me find it?,1
"I need it for 2 nights, starting on Monday.",1
There will be 4 of us. Thanks.,0
I am looking for some information. I need to find a cheap place to stay.,1
a star rating of 0,1
Well can you recommend the a hotel from these choices and then book me 2 nights for 4 people starting from Friday. I will need my booking reference number.,0
"Now I need to find a place to go visit, should be in the east part of the town",4
If you have any recommendations that would be great! I will need the entrance fee of whichever you choose.,4
What is their entrance fee?,4
I need a taxi between the hotel and the Camboats. I want to leave the Camboats by 3:45.,4
I'd like to find a place to stay with a zero star rating that has free wifi.,1
Not really except an expensive one.,1
What about one in the cheap price range?,1
What about one in the cheap price range?,4
El Shaddai will do. Can you book me there for Wednesday?,0
"Just 1 person for 3 days ,Friday through Monday .",0
"Just 1 person for 3 days ,Friday through Monday .",4
"Oh, yes. That is fine. And can I get the post code for the guesthouse?",0
Are you able to help me find a train on friday?,4
"I need to go from Bishops Stortford to Cambridge, please.",4
"I would like to arrive in cambridge by 17:45. And no, I got the information I needed on the hotel for now, thanks.",4
"No, just tell me the price, I'm not ready to commit to anything yet.",4
One moment while I look up the alpha-milton guest house for you.,1
"I'd like to book a room for two people on Sunday for two nights, please.",0
I will also need a train to Stevenage.,4
I'll be leaving on Monday.,4
"I would like to arrive by 18:30, please.",4
"Are you quite sure? I don't mind if I arrive a bit earlier, but I need to be in Stevenage by 18:30 on Monday.",4
Yes leaving cambridge to stevenage monday by 18:30 for the same amount of people,4
I'm looking for a train leaving on Saturday after 7:30 PM. Can you help me?,4
No. I need to leave after 19:30 on saturday from london liverpool street and then go to cambridge. Try again please.,4
"Yes, I need 7 tickets, please.",4
"Yes, I am looking for some fun things to do while we're in the Centre. Is there anything you can recommend?",4
No could you recommend one and can i get the postcode for it.,4
It does not matter.,4
"Hello, I'm looking for a place to go in the west. Are there any museums there?",4
Ok great! Can you tell me the postcode please?,4
Can I get a train leaving from steveage on friday?,4
I want to go to Cambridge and arrive by 16:30.,4
Yes please book it for me and a reference number,4
Just 1 seat please.,4
I'm looking for a gueshouse that includes free parking.,1
I'm open to suggestions. What's the best one you have in the moderate price range?,1
No preference for stars so long as it's got free parking and no more than moderate price,1
Sounds great. Can you also provide me with information on trains from Cambridge to Norwich?,4
I would prefer Tuesday and to arrive by 9:45,4
No preference as long as it arrives by 9:45. I will need to book for 3 people. Can you also please send the reference number?,4
"Hello, I'm looking for information on the Alpha-Milton Guest House.",1
Can you make a reservation for me for 8 people for 5 nights starting on Thursday.,0
While in Cambridge I need a hotel that has free parking and free wifi.,1
"Yes, please. I need a cheap hotel in the city centre.",1
"Yes, please. I need a cheap hotel in the city centre.",3
Alexander Bed and Breakfast sounds nice. What kind of hotel is it?,1
"No, but I would like the address, please.",1
I also need an international restaurant in the same price range as the hotel.,3
"Do you have a restaurant that serves international food, that's in the cheap range?",3
"Do you have a restaurant that serves international food, that's in the cheap range?",1
Can you book a table for 6 people at 19:45 this Wednesday?,2
Could we try 18:45 on the same day?,2
Where is whipple museum of the history of science located?,4
what is the type of attraction and area for the whipple museum?,4
"I need a moderate place to stay, with free parking.",1
I'm looking for a hotel type that is a guesthouse and have a star of 4.,1
I'm looking for a hotel type that is a guesthouse and have a star of 4.,4
Sure. Can you give me the phone number and postcode?,1
I would also like to book a taxi please.,4
I would like to go from the Whipple Museum to the Archway House. I want to leave the museum by 02:45.,4
I need an expensive place to stay that includes wifi.,1
"It doesn't really matter. I would like a guesthouse, though.",1
how about moderate price range?,1
any place suits me,1
book it for 3 people and 4 nights starting from wednesday.,0
I would like to reserve a taxi from my hotel to the airport,4
I would like to reserve a taxi from my hotel to the airport,1
"I'm sorry, I'll actually need a restaurant that's in centre and is in the moderate price range.",3
"I'm sorry, I'll actually need a restaurant that's in centre and is in the moderate price range.",4
"I'd prefer something Latin-American, if there's something in the area. Nothing too expensive, but certainly not a fast-food restaurant.",3
How about Italian food instead?,3
Are you sure there are no moderately priced italian restaurants in the centre? I could have sworn someone told me about one...,3
Are you sure there are no moderately priced italian restaurants in the centre? I could have sworn someone told me about one...,4
"Yes, please. for 5 people at 15:15 on saturday.",2
"Yes, please. for 5 people at 15:15 on saturday.",4
Im also looking for a college in the centre to visit while in town,2
Im also looking for a college in the centre to visit while in town,4
Great. Now I just need a taxi to get from the college to the restaurant. I wouldn't want to be late!,4
Great. Now I just need a taxi to get from the college to the restaurant. I wouldn't want to be late!,4
"Thank you, that is all that I need.",4
I need a restaurant. Something expensive and italian.,3
"I would like to go to the centre, please.",3
"Okay, that sounds good. I need a table for 7 at 11:30 on Thursday.",2
"Okay, will you try 10:30 instead?",2
"I need help booking a train, please. I'd like to go to Cambridge on Monday.",4
I will be departing from london kings cross after 19:00.,4
"Yes, can you find a close by eatery near where we arrive at?",3
How about the center?,3
How about the center?,4
I need it for 6 people.,4
I'm looking for train going to Cambridge.,4
I'd like to leave from Bishops Stortford.,4
I would like to leave on tuesday after 18:15. I need to work around 6 different people's schedules.,4
"That works - yes, please book 6 tickets, and I'll need a reference number. Can you also tell me about restaurants on the east side of town?",4
"That works - yes, please book 6 tickets, and I'll need a reference number. Can you also tell me about restaurants on the east side of town?",3
"That works - yes, please book 6 tickets, and I'll need a reference number. Can you also tell me about restaurants on the east side of town?",4
I like Greek food. I also need to get a list of local attractions in the east.,3
I like Greek food. I also need to get a list of local attractions in the east.,4
"I don't really care, just something interesting. Can you pick something for me and let me know the entrance fee, postcode, and phone number?",4
Hi I'm looking for a train that will take me to Cambridge. I want to get there by 15:30.,4
I am leaving from Stevenage and I would like to travel on Monday.,4
It doesn't matter when I depart. I just need to arrive in Cambridge by 15:30. I will have 8 people.,4
Yes for 8 people and I will require a reference number.,4
I am planning a trip in Cambridge.,4
"Actually, I need to find a restaurant.",3
I am looking for a cheap Portuguese place.,3
"I'll go with whichever one you recommend. I just need to know the area, postcode, and phone number.",3
"Yes, I need a train, I've got to get to King's Lynn.",4
I would like to depart from Cambridge on Wednesday and arrive in King's Lynn by 09:30.,4
The departure does not matter. I just need 6 tickets.,4
I need a train for Tuesday that will leave at 2:15.,4
"I'm going from cambridge to broxbourne on tuesday after 12:15, what are my options for that?",4
"I don't care much about arrival time but I need to leave sometime after 12:15, please.",4
Yes that works. I need a booking for 6 people.,4
"I'm looking for the alexander bed and breakfast, could you get me the postcode and phone number?",1
What are the really hot attractions I should visit in the centre?,4
It doesn't matter but I will need the postcode.,4
i also need a trian,4
I'm heading to cambridge and should arrive by 09:15.,4
Depart from bishops stortford and leave on tuesday.,4
"Hi, I am planning a trip to Cambridge and need some help with restaurants.",4
"Hi, I am planning a trip to Cambridge and need some help with restaurants.",3
"Actually, I am looking for an expensive restaurant in the West area.",3
How about Indian food? Anything good in the west for that?,3
"That will be good, for 5 at 17:15 on Tuesday, please.",2
I also need a train leaving on wednesday going to leicester.,4
I would like to depart sometime after 17:45.,4
"Yes, that works. Can you book me 5 tickets please?",4
Can you help me find a hotel called home from home?,1
do they have free parking ?,1
I am also looking for a train that goes to cambridge and leaves after 21:15.,4
I'm departing from Leicester on Monday.,4
"Yes, can you make a reservation for 4 people on that train? And what is the reference number for the booking please.",4
Do you know anything about the Cambridge University Botanic Gardens?,4
Do you know anything about the Cambridge University Botanic Gardens?,4
"I'd like to know the area, and postcode please.",4
"Yes, I'm looking for a train that arrives by 08:15 going to birmingham new street",4
I am traveling on Wednesday from Cambridge.,4
I will need one ticket.,4
"Yes, could I get the travel time and the departure time please.",4
So how long would my travel time be please? 163 minutes?,4
"Hey there! Can you find me lodging, please? I'd like to stay at a guesthouse on the east end, if possible.",1
I need a guesthouse with a four star rating located in the east.,1
That sounds great. Please get me a room for one for three nights on Wednesday.,0
That sounds great. Please get me a room for one for three nights on Wednesday.,4
Let's try just one night.,0
"Yes, one of the 5 other options. Same criteria.",0
Could you also book a train that departs from norwich and arrives at cambridge by 14:15?,0
Could you also book a train that departs from norwich and arrives at cambridge by 14:15?,4
I'll be coming into town on Wednesday. How much are the tickets?,0
I'll be coming into town on Wednesday. How much are the tickets?,4
sure.Make sure you get train ID and price,4
I would just need to arrive by 14:15.,4
"Just one person, thank you.",4
What is the price?,4
Yes I am in Cambridge and I would like to know good places to go in the east area of town.,4
Yes I am in Cambridge and I would like to know good places to go in the east area of town.,4
I think indoor would be best in case it rains when I'm there.,4
What is the attraction type?,4
"Yes, I'm also looking for a train on Thursday that will arrive by 14:15.",4
"I will depart from Bishop's Stortford, and I will need a booking for 5 people. Please include the reference number.",4
Yes Cambridge thank you,4
"That is perfect, please book me for 5 people and can I have a reference number?",4
"Can you help me find a train leaving Cambridge, to arrive by 12:00?",4
I am going to Ely.,4
"Actually, I need to go Birmingham New Street and will be traveling on Friday.",4
That is perfect. Can you book 1 seat for me please?,4
I need to find a room in the north as well.,1
that guest house is fine.,1
"Actually, does the Acorn Guest House provide free parking?",1
Yes please book that for 4 nights starting from monday.,0
1 person will be staying.,0
"Hmm, how about tuesday?",0
"Can you try tuesday one more time for me, I really need to have it that day.",0
"Can you try tuesday one more time for me, I really need to have it that day.",4
"Thank you, I really needed to get that reservation. That's all I needed. Thank you.",0
"Hi, I am looking for a hotel in the east of Cambridge with a 4 star rating.",1
"Hi, I am looking for a hotel in the east of Cambridge with a 4 star rating.",4
"Yeah, is there one in the moderate price range and includes wifi?",1
Can we book that for 2 people on Monday for 4 nights?,0
Can we book that for 2 people on Monday for 4 nights?,4
"Yes, I am also looking for a train to Cambridge that leaves after 15:15.",4
I need a train departing from Bishops Stortford leaving after 15:15 for Cambridge on the same day as the booking for the hotel.,4
"Okay that sounds great, I need to book it for the same number of people as my hotel.",4
"I'm looking for trains heading to Cambridge, please.",4
I will be traveling on Thursday. Going from Leicester to Cambridge.,4
I will be traveling on Thursday. Going from Leicester to Cambridge.,1
I need to be there by 18:00.,4
"That doesn't matter, I'd just like to get there at or right before 18:00.",4
I will need four tickets please.,4
"Oh gosh, I didn't need a train booked. I am looking to book a hotel in the north.",1
I need the place to be a guesthouse with 4 stars and free wifi,1
Either would be fine.,1
"Is that a guesthouse? If it is, book it for 5 nights starting Thursday and there's 4 of us.",0
"Is that a guesthouse? If it is, book it for 5 nights starting Thursday and there's 4 of us.",4
Hi! Do you know of any afghan restaurants in the centre?,3
Hi! Do you know of any afghan restaurants in the centre?,1
"Well, if you don't have that, do you have one that serves korean?",3
Yes I would like the price range and address please.,3
"Great, thanks. I'm also looking for a hotel in the same area.",1
Yes. The hotel should have 0 star rating and include free parking.,1
"Yes. I need a booking for 6 people for 3 nights, starting on Friday.",0
Hello! I need a place to bed down for the night that offers free parking and wifi. Can you help me?,1
I would like a moderate priced hotel in any part of town please.,1
"Yes, please book the Ashley Hotel.",1
"On second thought, I'm not ready to book yet. Could you give me the address and phone number of the Ashley Hotel?",1
"Hello, I'm looking for a train that's going to stevenage and leaves on tuesday.",4
I am looking for a train that departs from Cambridge. I am traveling to Stevenage and I need to arrive by 13:30.,4
"No. I just need to know how much the tickets are, please.",4
"Yes, I am looking for a hotel in town in the moderate price range.",1
"Yes, I am looking for a hotel in town in the moderate price range.",4
Any should be fine as long as it has free wifi and is located in the centre,1
Yes please for 5 people for 2 nights starting sunday.,0
Hi. I'm looking for information on a hotel called the Limehouse.,1
yes i would like to book that for 8 people for 4 nights starting on wednesday and i would like the reference number,0
Could you help me find an architecture attraction?,4
"Yes, and I need the address,",4
Yes. Please give me the address and post code for the Holy Trinity Church.,4
"Nope, that should do it.",4
I am sorry. I actually need a taxi. I am looking to leave the Holy Trinity Church by 05:45 and go to the limehouse.,4
I am sorry. I actually need a taxi. I am looking to leave the Holy Trinity Church by 05:45 and go to the limehouse.,0
I think that's it. Thank you!,3
